fact_id,recalled,position_pct,category,density,batch_size,compaction_pct,strategy,conv_tokens,experiment
LM_0122,0,0.3,knowledge-update,120,1,0,none,190000,calibration
LM_0124,0,2.9,knowledge-update,120,1,0,none,190000,calibration
LM_0125,0,5.8,knowledge-update,120,1,0,none,190000,calibration
LM_0126,0,6.9,knowledge-update,120,1,0,none,190000,calibration
LM_0127,0,9.5,knowledge-update,120,1,0,none,190000,calibration
LM_0131,0,12.4,knowledge-update,120,1,0,none,190000,calibration
LM_0132,1,14.7,knowledge-update,120,1,0,none,190000,calibration
LM_0134,1,17.3,knowledge-update,120,1,0,none,190000,calibration
LM_0135,1,19.5,knowledge-update,120,1,0,none,190000,calibration
LM_0137,0,21.8,knowledge-update,120,1,0,none,190000,calibration
LM_0141,1,24.4,knowledge-update,120,1,0,none,190000,calibration
LM_0143,0,26.9,knowledge-update,120,1,0,none,190000,calibration
LM_0149,0,29.4,knowledge-update,120,1,0,none,190000,calibration
LM_0151,1,31.7,knowledge-update,120,1,0,none,190000,calibration
LM_0152,1,34.4,knowledge-update,120,1,0,none,190000,calibration
LM_0154,0,37.0,knowledge-update,120,1,0,none,190000,calibration
LM_0156,0,39.6,knowledge-update,120,1,0,none,190000,calibration
LM_0159,1,42.2,knowledge-update,120,1,0,none,190000,calibration
LM_0160,1,44.4,knowledge-update,120,1,0,none,190000,calibration
LM_0164,1,47.1,knowledge-update,120,1,0,none,190000,calibration
LM_0166,0,50.0,knowledge-update,120,1,0,none,190000,calibration
LM_0167,1,50.9,knowledge-update,120,1,0,none,190000,calibration
LM_0168,0,51.6,knowledge-update,120,1,0,none,190000,calibration
LM_0169,0,52.0,knowledge-update,120,1,0,none,190000,calibration
LM_0170,0,52.9,knowledge-update,120,1,0,none,190000,calibration
LM_0173,0,53.7,knowledge-update,120,1,0,none,190000,calibration
LM_0174,0,54.5,knowledge-update,120,1,0,none,190000,calibration
LM_0182,0,55.3,knowledge-update,120,1,0,none,190000,calibration
LM_0183,0,56.1,knowledge-update,120,1,0,none,190000,calibration
LM_0185,0,56.8,knowledge-update,120,1,0,none,190000,calibration
LM_0186,1,57.6,knowledge-update,120,1,0,none,190000,calibration
LM_0187,1,58.5,knowledge-update,120,1,0,none,190000,calibration
LM_0188,0,59.4,knowledge-update,120,1,0,none,190000,calibration
LM_0194,0,60.2,knowledge-update,120,1,0,none,190000,calibration
LM_0195,0,60.7,knowledge-update,120,1,0,none,190000,calibration
LM_0198,1,61.1,knowledge-update,120,1,0,none,190000,calibration
LM_0199,0,62.0,knowledge-update,120,1,0,none,190000,calibration
LM_0200,0,62.8,single-session-preference,120,1,0,none,190000,calibration
LM_0201,1,63.1,single-session-preference,120,1,0,none,190000,calibration
LM_0203,0,64.3,single-session-preference,120,1,0,none,190000,calibration
LM_0204,0,64.7,single-session-preference,120,1,0,none,190000,calibration
LM_0206,0,65.9,single-session-preference,120,1,0,none,190000,calibration
LM_0207,0,66.3,single-session-preference,120,1,0,none,190000,calibration
LM_0211,0,67.3,single-session-preference,120,1,0,none,190000,calibration
LM_0220,0,67.7,single-session-preference,120,1,0,none,190000,calibration
LM_0221,0,68.6,single-session-preference,120,1,0,none,190000,calibration
LM_0222,1,69.3,single-session-preference,120,1,0,none,190000,calibration
LM_0225,1,69.6,single-session-preference,120,1,0,none,190000,calibration
LM_0226,0,69.9,single-session-preference,120,1,0,none,190000,calibration
LM_0227,0,70.6,single-session-preference,120,1,0,none,190000,calibration
LM_0228,1,71.2,single-session-preference,120,1,0,none,190000,calibration
LM_0231,0,71.9,single-session-assistant,120,1,0,none,190000,calibration
LM_0232,1,72.3,single-session-assistant,120,1,0,none,190000,calibration
LM_0233,1,72.6,single-session-assistant,120,1,0,none,190000,calibration
LM_0234,0,73.1,single-session-assistant,120,1,0,none,190000,calibration
LM_0235,1,73.5,single-session-assistant,120,1,0,none,190000,calibration
LM_0237,0,73.9,single-session-assistant,120,1,0,none,190000,calibration
LM_0241,1,74.2,single-session-assistant,120,1,0,none,190000,calibration
LM_0242,0,74.6,single-session-assistant,120,1,0,none,190000,calibration
LM_0243,0,75.1,single-session-assistant,120,1,0,none,190000,calibration
LM_0244,1,75.5,single-session-assistant,120,1,0,none,190000,calibration
LM_0245,1,75.8,single-session-assistant,120,1,0,none,190000,calibration
LM_0246,1,76.2,single-session-assistant,120,1,0,none,190000,calibration
LM_0247,1,76.5,single-session-assistant,120,1,0,none,190000,calibration
LM_0250,0,76.8,single-session-assistant,120,1,0,none,190000,calibration
LM_0252,0,77.2,single-session-assistant,120,1,0,none,190000,calibration
LM_0253,1,77.7,single-session-assistant,120,1,0,none,190000,calibration
LM_0254,0,78.1,single-session-assistant,120,1,0,none,190000,calibration
LM_0256,1,78.5,single-session-assistant,120,1,0,none,190000,calibration
LM_0260,1,79.0,single-session-assistant,120,1,0,none,190000,calibration
LM_0262,1,79.4,single-session-assistant,120,1,0,none,190000,calibration
LM_0266,1,79.8,single-session-assistant,120,1,0,none,190000,calibration
LM_0267,1,80.1,single-session-assistant,120,1,0,none,190000,calibration
LM_0268,1,80.4,single-session-assistant,120,1,0,none,190000,calibration
LM_0270,1,80.7,single-session-assistant,120,1,0,none,190000,calibration
LM_0271,0,81.0,single-session-assistant,120,1,0,none,190000,calibration
LM_0275,1,81.3,single-session-assistant,120,1,0,none,190000,calibration
LM_0277,1,81.6,single-session-assistant,120,1,0,none,190000,calibration
LM_0279,1,82.0,single-session-assistant,120,1,0,none,190000,calibration
LM_0283,1,82.4,single-session-assistant,120,1,0,none,190000,calibration
LM_0284,1,82.9,single-session-assistant,120,1,0,none,190000,calibration
LM_0286,0,83.3,single-session-user,120,1,0,none,190000,calibration
LM_0290,1,83.9,single-session-user,120,1,0,none,190000,calibration
LM_0291,1,84.3,single-session-user,120,1,0,none,190000,calibration
LM_0292,0,84.6,single-session-user,120,1,0,none,190000,calibration
LM_0293,1,85.0,single-session-user,120,1,0,none,190000,calibration
LM_0296,0,85.4,single-session-user,120,1,0,none,190000,calibration
LM_0298,1,85.9,single-session-user,120,1,0,none,190000,calibration
LM_0303,0,86.3,single-session-user,120,1,0,none,190000,calibration
LM_0304,1,86.7,single-session-user,120,1,0,none,190000,calibration
LM_0306,1,87.2,single-session-user,120,1,0,none,190000,calibration
LM_0307,1,87.6,single-session-user,120,1,0,none,190000,calibration
LM_0309,0,88.0,single-session-user,120,1,0,none,190000,calibration
LM_0312,1,88.5,single-session-user,120,1,0,none,190000,calibration
LM_0313,0,88.9,single-session-user,120,1,0,none,190000,calibration
LM_0315,1,89.3,single-session-user,120,1,0,none,190000,calibration
LM_0318,1,89.8,single-session-user,120,1,0,none,190000,calibration
LM_0319,1,90.2,single-session-user,120,1,0,none,190000,calibration
LM_0320,0,90.6,single-session-user,120,1,0,none,190000,calibration
LM_0322,1,91.1,single-session-user,120,1,0,none,190000,calibration
LM_0323,1,91.5,single-session-user,120,1,0,none,190000,calibration
LM_0325,1,91.9,single-session-user,120,1,0,none,190000,calibration
LM_0326,1,92.4,single-session-user,120,1,0,none,190000,calibration
LM_0328,1,92.8,single-session-user,120,1,0,none,190000,calibration
LM_0329,1,93.2,single-session-user,120,1,0,none,190000,calibration
LM_0330,1,93.7,single-session-user,120,1,0,none,190000,calibration
LM_0331,1,94.1,single-session-user,120,1,0,none,190000,calibration
LM_0332,1,94.4,single-session-user,120,1,0,none,190000,calibration
LM_0334,1,94.8,single-session-user,120,1,0,none,190000,calibration
LM_0338,1,95.2,single-session-user,120,1,0,none,190000,calibration
LM_0341,1,95.8,single-session-user,120,1,0,none,190000,calibration
LM_0342,1,96.3,single-session-user,120,1,0,none,190000,calibration
LM_0344,1,96.5,single-session-user,120,1,0,none,190000,calibration
LM_0345,1,97.0,single-session-user,120,1,0,none,190000,calibration
LM_0347,1,97.4,single-session-user,120,1,0,none,190000,calibration
LM_0348,1,97.8,single-session-user,120,1,0,none,190000,calibration
LM_0349,1,98.3,single-session-user,120,1,0,none,190000,calibration
LM_0351,0,98.7,single-session-user,120,1,0,none,190000,calibration
LM_0354,0,99.1,single-session-user,120,1,0,none,190000,calibration
LM_0355,0,99.6,single-session-user,120,1,0,none,190000,calibration
LM_0122,0,0.3,knowledge-update,120,10,0,none,190000,calibration
LM_0124,0,2.9,knowledge-update,120,10,0,none,190000,calibration
LM_0125,1,5.8,knowledge-update,120,10,0,none,190000,calibration
LM_0126,1,6.9,knowledge-update,120,10,0,none,190000,calibration
LM_0127,0,9.5,knowledge-update,120,10,0,none,190000,calibration
LM_0131,0,12.4,knowledge-update,120,10,0,none,190000,calibration
LM_0132,1,14.7,knowledge-update,120,10,0,none,190000,calibration
LM_0134,1,17.3,knowledge-update,120,10,0,none,190000,calibration
LM_0135,1,19.5,knowledge-update,120,10,0,none,190000,calibration
LM_0137,1,21.8,knowledge-update,120,10,0,none,190000,calibration
LM_0141,1,24.4,knowledge-update,120,10,0,none,190000,calibration
LM_0143,1,26.9,knowledge-update,120,10,0,none,190000,calibration
LM_0149,0,29.4,knowledge-update,120,10,0,none,190000,calibration
LM_0151,1,31.7,knowledge-update,120,10,0,none,190000,calibration
LM_0152,1,34.4,knowledge-update,120,10,0,none,190000,calibration
LM_0154,1,37.0,knowledge-update,120,10,0,none,190000,calibration
LM_0156,1,39.6,knowledge-update,120,10,0,none,190000,calibration
LM_0159,1,42.2,knowledge-update,120,10,0,none,190000,calibration
LM_0160,1,44.4,knowledge-update,120,10,0,none,190000,calibration
LM_0164,1,47.1,knowledge-update,120,10,0,none,190000,calibration
LM_0166,0,50.0,knowledge-update,120,10,0,none,190000,calibration
LM_0167,1,50.9,knowledge-update,120,10,0,none,190000,calibration
LM_0168,0,51.6,knowledge-update,120,10,0,none,190000,calibration
LM_0169,1,52.0,knowledge-update,120,10,0,none,190000,calibration
LM_0170,0,52.9,knowledge-update,120,10,0,none,190000,calibration
LM_0173,0,53.7,knowledge-update,120,10,0,none,190000,calibration
LM_0174,1,54.5,knowledge-update,120,10,0,none,190000,calibration
LM_0182,1,55.3,knowledge-update,120,10,0,none,190000,calibration
LM_0183,1,56.1,knowledge-update,120,10,0,none,190000,calibration
LM_0185,1,56.8,knowledge-update,120,10,0,none,190000,calibration
LM_0186,1,57.6,knowledge-update,120,10,0,none,190000,calibration
LM_0187,1,58.5,knowledge-update,120,10,0,none,190000,calibration
LM_0188,1,59.4,knowledge-update,120,10,0,none,190000,calibration
LM_0194,0,60.2,knowledge-update,120,10,0,none,190000,calibration
LM_0195,0,60.7,knowledge-update,120,10,0,none,190000,calibration
LM_0198,1,61.1,knowledge-update,120,10,0,none,190000,calibration
LM_0199,1,62.0,knowledge-update,120,10,0,none,190000,calibration
LM_0200,0,62.8,single-session-preference,120,10,0,none,190000,calibration
LM_0201,0,63.1,single-session-preference,120,10,0,none,190000,calibration
LM_0203,0,64.3,single-session-preference,120,10,0,none,190000,calibration
LM_0204,1,64.7,single-session-preference,120,10,0,none,190000,calibration
LM_0206,0,65.9,single-session-preference,120,10,0,none,190000,calibration
LM_0207,0,66.3,single-session-preference,120,10,0,none,190000,calibration
LM_0211,0,67.3,single-session-preference,120,10,0,none,190000,calibration
LM_0220,0,67.7,single-session-preference,120,10,0,none,190000,calibration
LM_0221,1,68.6,single-session-preference,120,10,0,none,190000,calibration
LM_0222,1,69.3,single-session-preference,120,10,0,none,190000,calibration
LM_0225,1,69.6,single-session-preference,120,10,0,none,190000,calibration
LM_0226,0,69.9,single-session-preference,120,10,0,none,190000,calibration
LM_0227,1,70.6,single-session-preference,120,10,0,none,190000,calibration
LM_0228,0,71.2,single-session-preference,120,10,0,none,190000,calibration
LM_0231,0,71.9,single-session-assistant,120,10,0,none,190000,calibration
LM_0232,1,72.3,single-session-assistant,120,10,0,none,190000,calibration
LM_0233,1,72.6,single-session-assistant,120,10,0,none,190000,calibration
LM_0234,0,73.1,single-session-assistant,120,10,0,none,190000,calibration
LM_0235,1,73.5,single-session-assistant,120,10,0,none,190000,calibration
LM_0237,0,73.9,single-session-assistant,120,10,0,none,190000,calibration
LM_0241,1,74.2,single-session-assistant,120,10,0,none,190000,calibration
LM_0242,1,74.6,single-session-assistant,120,10,0,none,190000,calibration
LM_0243,0,75.1,single-session-assistant,120,10,0,none,190000,calibration
LM_0244,1,75.5,single-session-assistant,120,10,0,none,190000,calibration
LM_0245,1,75.8,single-session-assistant,120,10,0,none,190000,calibration
LM_0246,1,76.2,single-session-assistant,120,10,0,none,190000,calibration
LM_0247,1,76.5,single-session-assistant,120,10,0,none,190000,calibration
LM_0250,1,76.8,single-session-assistant,120,10,0,none,190000,calibration
LM_0252,1,77.2,single-session-assistant,120,10,0,none,190000,calibration
LM_0253,1,77.7,single-session-assistant,120,10,0,none,190000,calibration
LM_0254,0,78.1,single-session-assistant,120,10,0,none,190000,calibration
LM_0256,1,78.5,single-session-assistant,120,10,0,none,190000,calibration
LM_0260,1,79.0,single-session-assistant,120,10,0,none,190000,calibration
LM_0262,1,79.4,single-session-assistant,120,10,0,none,190000,calibration
LM_0266,1,79.8,single-session-assistant,120,10,0,none,190000,calibration
LM_0267,1,80.1,single-session-assistant,120,10,0,none,190000,calibration
LM_0268,1,80.4,single-session-assistant,120,10,0,none,190000,calibration
LM_0270,1,80.7,single-session-assistant,120,10,0,none,190000,calibration
LM_0271,1,81.0,single-session-assistant,120,10,0,none,190000,calibration
LM_0275,1,81.3,single-session-assistant,120,10,0,none,190000,calibration
LM_0277,1,81.6,single-session-assistant,120,10,0,none,190000,calibration
LM_0279,1,82.0,single-session-assistant,120,10,0,none,190000,calibration
LM_0283,1,82.4,single-session-assistant,120,10,0,none,190000,calibration
LM_0284,1,82.9,single-session-assistant,120,10,0,none,190000,calibration
LM_0286,1,83.3,single-session-user,120,10,0,none,190000,calibration
LM_0290,1,83.9,single-session-user,120,10,0,none,190000,calibration
LM_0291,1,84.3,single-session-user,120,10,0,none,190000,calibration
LM_0292,1,84.6,single-session-user,120,10,0,none,190000,calibration
LM_0293,1,85.0,single-session-user,120,10,0,none,190000,calibration
LM_0296,1,85.4,single-session-user,120,10,0,none,190000,calibration
LM_0298,1,85.9,single-session-user,120,10,0,none,190000,calibration
LM_0303,1,86.3,single-session-user,120,10,0,none,190000,calibration
LM_0304,1,86.7,single-session-user,120,10,0,none,190000,calibration
LM_0306,1,87.2,single-session-user,120,10,0,none,190000,calibration
LM_0307,1,87.6,single-session-user,120,10,0,none,190000,calibration
LM_0309,1,88.0,single-session-user,120,10,0,none,190000,calibration
LM_0312,1,88.5,single-session-user,120,10,0,none,190000,calibration
LM_0313,1,88.9,single-session-user,120,10,0,none,190000,calibration
LM_0315,1,89.3,single-session-user,120,10,0,none,190000,calibration
LM_0318,1,89.8,single-session-user,120,10,0,none,190000,calibration
LM_0319,1,90.2,single-session-user,120,10,0,none,190000,calibration
LM_0320,0,90.6,single-session-user,120,10,0,none,190000,calibration
LM_0322,1,91.1,single-session-user,120,10,0,none,190000,calibration
LM_0323,1,91.5,single-session-user,120,10,0,none,190000,calibration
LM_0325,1,91.9,single-session-user,120,10,0,none,190000,calibration
LM_0326,1,92.4,single-session-user,120,10,0,none,190000,calibration
LM_0328,1,92.8,single-session-user,120,10,0,none,190000,calibration
LM_0329,1,93.2,single-session-user,120,10,0,none,190000,calibration
LM_0330,1,93.7,single-session-user,120,10,0,none,190000,calibration
LM_0331,1,94.1,single-session-user,120,10,0,none,190000,calibration
LM_0332,1,94.4,single-session-user,120,10,0,none,190000,calibration
LM_0334,1,94.8,single-session-user,120,10,0,none,190000,calibration
LM_0338,1,95.2,single-session-user,120,10,0,none,190000,calibration
LM_0341,1,95.8,single-session-user,120,10,0,none,190000,calibration
LM_0342,1,96.3,single-session-user,120,10,0,none,190000,calibration
LM_0344,1,96.5,single-session-user,120,10,0,none,190000,calibration
LM_0345,1,97.0,single-session-user,120,10,0,none,190000,calibration
LM_0347,1,97.4,single-session-user,120,10,0,none,190000,calibration
LM_0348,1,97.8,single-session-user,120,10,0,none,190000,calibration
LM_0349,1,98.3,single-session-user,120,10,0,none,190000,calibration
LM_0351,0,98.7,single-session-user,120,10,0,none,190000,calibration
LM_0354,0,99.1,single-session-user,120,10,0,none,190000,calibration
LM_0355,0,99.6,single-session-user,120,10,0,none,190000,calibration
LM_0122,0,0.3,knowledge-update,120,5,0,none,190000,calibration
LM_0124,0,2.9,knowledge-update,120,5,0,none,190000,calibration
LM_0125,1,5.8,knowledge-update,120,5,0,none,190000,calibration
LM_0126,1,6.9,knowledge-update,120,5,0,none,190000,calibration
LM_0127,1,9.5,knowledge-update,120,5,0,none,190000,calibration
LM_0131,0,12.4,knowledge-update,120,5,0,none,190000,calibration
LM_0132,1,14.7,knowledge-update,120,5,0,none,190000,calibration
LM_0134,1,17.3,knowledge-update,120,5,0,none,190000,calibration
LM_0135,1,19.5,knowledge-update,120,5,0,none,190000,calibration
LM_0137,1,21.8,knowledge-update,120,5,0,none,190000,calibration
LM_0141,1,24.4,knowledge-update,120,5,0,none,190000,calibration
LM_0143,1,26.9,knowledge-update,120,5,0,none,190000,calibration
LM_0149,0,29.4,knowledge-update,120,5,0,none,190000,calibration
LM_0151,1,31.7,knowledge-update,120,5,0,none,190000,calibration
LM_0152,1,34.4,knowledge-update,120,5,0,none,190000,calibration
LM_0154,1,37.0,knowledge-update,120,5,0,none,190000,calibration
LM_0156,0,39.6,knowledge-update,120,5,0,none,190000,calibration
LM_0159,1,42.2,knowledge-update,120,5,0,none,190000,calibration
LM_0160,0,44.4,knowledge-update,120,5,0,none,190000,calibration
LM_0164,1,47.1,knowledge-update,120,5,0,none,190000,calibration
LM_0166,0,50.0,knowledge-update,120,5,0,none,190000,calibration
LM_0167,1,50.9,knowledge-update,120,5,0,none,190000,calibration
LM_0168,0,51.6,knowledge-update,120,5,0,none,190000,calibration
LM_0169,1,52.0,knowledge-update,120,5,0,none,190000,calibration
LM_0170,0,52.9,knowledge-update,120,5,0,none,190000,calibration
LM_0173,0,53.7,knowledge-update,120,5,0,none,190000,calibration
LM_0174,0,54.5,knowledge-update,120,5,0,none,190000,calibration
LM_0182,0,55.3,knowledge-update,120,5,0,none,190000,calibration
LM_0183,0,56.1,knowledge-update,120,5,0,none,190000,calibration
LM_0185,0,56.8,knowledge-update,120,5,0,none,190000,calibration
LM_0186,1,57.6,knowledge-update,120,5,0,none,190000,calibration
LM_0187,1,58.5,knowledge-update,120,5,0,none,190000,calibration
LM_0188,0,59.4,knowledge-update,120,5,0,none,190000,calibration
LM_0194,0,60.2,knowledge-update,120,5,0,none,190000,calibration
LM_0195,0,60.7,knowledge-update,120,5,0,none,190000,calibration
LM_0198,1,61.1,knowledge-update,120,5,0,none,190000,calibration
LM_0199,0,62.0,knowledge-update,120,5,0,none,190000,calibration
LM_0200,0,62.8,single-session-preference,120,5,0,none,190000,calibration
LM_0201,0,63.1,single-session-preference,120,5,0,none,190000,calibration
LM_0203,0,64.3,single-session-preference,120,5,0,none,190000,calibration
LM_0204,0,64.7,single-session-preference,120,5,0,none,190000,calibration
LM_0206,0,65.9,single-session-preference,120,5,0,none,190000,calibration
LM_0207,0,66.3,single-session-preference,120,5,0,none,190000,calibration
LM_0211,0,67.3,single-session-preference,120,5,0,none,190000,calibration
LM_0220,0,67.7,single-session-preference,120,5,0,none,190000,calibration
LM_0221,1,68.6,single-session-preference,120,5,0,none,190000,calibration
LM_0222,1,69.3,single-session-preference,120,5,0,none,190000,calibration
LM_0225,1,69.6,single-session-preference,120,5,0,none,190000,calibration
LM_0226,0,69.9,single-session-preference,120,5,0,none,190000,calibration
LM_0227,1,70.6,single-session-preference,120,5,0,none,190000,calibration
LM_0228,0,71.2,single-session-preference,120,5,0,none,190000,calibration
LM_0231,0,71.9,single-session-assistant,120,5,0,none,190000,calibration
LM_0232,1,72.3,single-session-assistant,120,5,0,none,190000,calibration
LM_0233,1,72.6,single-session-assistant,120,5,0,none,190000,calibration
LM_0234,0,73.1,single-session-assistant,120,5,0,none,190000,calibration
LM_0235,1,73.5,single-session-assistant,120,5,0,none,190000,calibration
LM_0237,1,73.9,single-session-assistant,120,5,0,none,190000,calibration
LM_0241,1,74.2,single-session-assistant,120,5,0,none,190000,calibration
LM_0242,1,74.6,single-session-assistant,120,5,0,none,190000,calibration
LM_0243,0,75.1,single-session-assistant,120,5,0,none,190000,calibration
LM_0244,1,75.5,single-session-assistant,120,5,0,none,190000,calibration
LM_0245,1,75.8,single-session-assistant,120,5,0,none,190000,calibration
LM_0246,1,76.2,single-session-assistant,120,5,0,none,190000,calibration
LM_0247,1,76.5,single-session-assistant,120,5,0,none,190000,calibration
LM_0250,1,76.8,single-session-assistant,120,5,0,none,190000,calibration
LM_0252,1,77.2,single-session-assistant,120,5,0,none,190000,calibration
LM_0253,1,77.7,single-session-assistant,120,5,0,none,190000,calibration
LM_0254,0,78.1,single-session-assistant,120,5,0,none,190000,calibration
LM_0256,1,78.5,single-session-assistant,120,5,0,none,190000,calibration
LM_0260,1,79.0,single-session-assistant,120,5,0,none,190000,calibration
LM_0262,1,79.4,single-session-assistant,120,5,0,none,190000,calibration
LM_0266,1,79.8,single-session-assistant,120,5,0,none,190000,calibration
LM_0267,1,80.1,single-session-assistant,120,5,0,none,190000,calibration
LM_0268,1,80.4,single-session-assistant,120,5,0,none,190000,calibration
LM_0270,1,80.7,single-session-assistant,120,5,0,none,190000,calibration
LM_0271,0,81.0,single-session-assistant,120,5,0,none,190000,calibration
LM_0275,1,81.3,single-session-assistant,120,5,0,none,190000,calibration
LM_0277,1,81.6,single-session-assistant,120,5,0,none,190000,calibration
LM_0279,1,82.0,single-session-assistant,120,5,0,none,190000,calibration
LM_0283,1,82.4,single-session-assistant,120,5,0,none,190000,calibration
LM_0284,1,82.9,single-session-assistant,120,5,0,none,190000,calibration
LM_0286,0,83.3,single-session-user,120,5,0,none,190000,calibration
LM_0290,1,83.9,single-session-user,120,5,0,none,190000,calibration
LM_0291,1,84.3,single-session-user,120,5,0,none,190000,calibration
LM_0292,1,84.6,single-session-user,120,5,0,none,190000,calibration
LM_0293,1,85.0,single-session-user,120,5,0,none,190000,calibration
LM_0296,0,85.4,single-session-user,120,5,0,none,190000,calibration
LM_0298,1,85.9,single-session-user,120,5,0,none,190000,calibration
LM_0303,1,86.3,single-session-user,120,5,0,none,190000,calibration
LM_0304,1,86.7,single-session-user,120,5,0,none,190000,calibration
LM_0306,1,87.2,single-session-user,120,5,0,none,190000,calibration
LM_0307,1,87.6,single-session-user,120,5,0,none,190000,calibration
LM_0309,1,88.0,single-session-user,120,5,0,none,190000,calibration
LM_0312,1,88.5,single-session-user,120,5,0,none,190000,calibration
LM_0313,1,88.9,single-session-user,120,5,0,none,190000,calibration
LM_0315,1,89.3,single-session-user,120,5,0,none,190000,calibration
LM_0318,1,89.8,single-session-user,120,5,0,none,190000,calibration
LM_0319,1,90.2,single-session-user,120,5,0,none,190000,calibration
LM_0320,1,90.6,single-session-user,120,5,0,none,190000,calibration
LM_0322,1,91.1,single-session-user,120,5,0,none,190000,calibration
LM_0323,1,91.5,single-session-user,120,5,0,none,190000,calibration
LM_0325,1,91.9,single-session-user,120,5,0,none,190000,calibration
LM_0326,1,92.4,single-session-user,120,5,0,none,190000,calibration
LM_0328,1,92.8,single-session-user,120,5,0,none,190000,calibration
LM_0329,1,93.2,single-session-user,120,5,0,none,190000,calibration
LM_0330,1,93.7,single-session-user,120,5,0,none,190000,calibration
LM_0331,1,94.1,single-session-user,120,5,0,none,190000,calibration
LM_0332,1,94.4,single-session-user,120,5,0,none,190000,calibration
LM_0334,1,94.8,single-session-user,120,5,0,none,190000,calibration
LM_0338,1,95.2,single-session-user,120,5,0,none,190000,calibration
LM_0341,1,95.8,single-session-user,120,5,0,none,190000,calibration
LM_0342,1,96.3,single-session-user,120,5,0,none,190000,calibration
LM_0344,1,96.5,single-session-user,120,5,0,none,190000,calibration
LM_0345,1,97.0,single-session-user,120,5,0,none,190000,calibration
LM_0347,1,97.4,single-session-user,120,5,0,none,190000,calibration
LM_0348,1,97.8,single-session-user,120,5,0,none,190000,calibration
LM_0349,1,98.3,single-session-user,120,5,0,none,190000,calibration
LM_0351,0,98.7,single-session-user,120,5,0,none,190000,calibration
LM_0354,0,99.1,single-session-user,120,5,0,none,190000,calibration
LM_0355,0,99.6,single-session-user,120,5,0,none,190000,calibration
LM_0131,0,6.7,knowledge-update,12,1,0,none,190000,calibration
LM_0151,1,15.6,knowledge-update,12,1,0,none,190000,calibration
LM_0174,0,25.1,knowledge-update,12,1,0,none,190000,calibration
LM_0203,0,34.1,single-session-preference,12,1,0,none,190000,calibration
LM_0228,1,42.9,single-session-preference,12,1,0,none,190000,calibration
LM_0241,0,52.2,single-session-assistant,12,1,0,none,190000,calibration
LM_0292,0,59.2,single-session-user,12,1,0,none,190000,calibration
LM_0296,0,66.5,single-session-user,12,1,0,none,190000,calibration
LM_0304,0,74.0,single-session-user,12,1,0,none,190000,calibration
LM_0307,0,79.0,single-session-user,12,1,0,none,190000,calibration
LM_0318,1,85.9,single-session-user,12,1,0,none,190000,calibration
LM_0325,1,92.7,single-session-user,12,1,0,none,190000,calibration
LM_0131,0,6.7,knowledge-update,12,10,0,none,190000,calibration
LM_0151,1,15.6,knowledge-update,12,10,0,none,190000,calibration
LM_0174,1,25.1,knowledge-update,12,10,0,none,190000,calibration
LM_0203,0,34.1,single-session-preference,12,10,0,none,190000,calibration
LM_0228,0,42.9,single-session-preference,12,10,0,none,190000,calibration
LM_0241,1,52.2,single-session-assistant,12,10,0,none,190000,calibration
LM_0292,1,59.2,single-session-user,12,10,0,none,190000,calibration
LM_0296,0,66.5,single-session-user,12,10,0,none,190000,calibration
LM_0304,1,74.0,single-session-user,12,10,0,none,190000,calibration
LM_0307,1,79.0,single-session-user,12,10,0,none,190000,calibration
LM_0318,1,85.9,single-session-user,12,10,0,none,190000,calibration
LM_0325,1,92.7,single-session-user,12,10,0,none,190000,calibration
LM_0131,0,6.7,knowledge-update,12,5,0,none,190000,calibration
LM_0151,1,15.6,knowledge-update,12,5,0,none,190000,calibration
LM_0174,1,25.1,knowledge-update,12,5,0,none,190000,calibration
LM_0203,0,34.1,single-session-preference,12,5,0,none,190000,calibration
LM_0228,0,42.9,single-session-preference,12,5,0,none,190000,calibration
LM_0241,0,52.2,single-session-assistant,12,5,0,none,190000,calibration
LM_0292,1,59.2,single-session-user,12,5,0,none,190000,calibration
LM_0296,0,66.5,single-session-user,12,5,0,none,190000,calibration
LM_0304,1,74.0,single-session-user,12,5,0,none,190000,calibration
LM_0307,1,79.0,single-session-user,12,5,0,none,190000,calibration
LM_0318,1,85.9,single-session-user,12,5,0,none,190000,calibration
LM_0325,1,92.7,single-session-user,12,5,0,none,190000,calibration
LM_0122,1,0.3,knowledge-update,150,1,0,none,190000,calibration
LM_0124,0,3.1,knowledge-update,150,1,0,none,190000,calibration
LM_0125,1,6.2,knowledge-update,150,1,0,none,190000,calibration
LM_0126,1,7.4,knowledge-update,150,1,0,none,190000,calibration
LM_0127,0,10.2,knowledge-update,150,1,0,none,190000,calibration
LM_0131,0,13.3,knowledge-update,150,1,0,none,190000,calibration
LM_0132,1,15.8,knowledge-update,150,1,0,none,190000,calibration
LM_0134,0,18.2,knowledge-update,150,1,0,none,190000,calibration
LM_0135,1,19.0,knowledge-update,150,1,0,none,190000,calibration
LM_0136,0,19.9,knowledge-update,150,1,0,none,190000,calibration
LM_0137,1,20.9,knowledge-update,150,1,0,none,190000,calibration
LM_0138,1,21.8,knowledge-update,150,1,0,none,190000,calibration
LM_0141,0,22.7,knowledge-update,150,1,0,none,190000,calibration
LM_0143,0,23.6,knowledge-update,150,1,0,none,190000,calibration
LM_0149,0,24.4,knowledge-update,150,1,0,none,190000,calibration
